imgs,masks,areas
102_FLAIR20.png,102_FLAIR20_mask.png,490
102_FLAIR21.png,102_FLAIR21_mask.png,1043
102_FLAIR22.png,102_FLAIR22_mask.png,1652
102_FLAIR23.png,102_FLAIR23_mask.png,816
102_FLAIR24.png,102_FLAIR24_mask.png,663
102_FLAIR25.png,102_FLAIR25_mask.png,611
102_FLAIR26.png,102_FLAIR26_mask.png,1756
102_FLAIR27.png,102_FLAIR27_mask.png,3270
102_FLAIR28.png,102_FLAIR28_mask.png,3525
102_FLAIR29.png,102_FLAIR29_mask.png,3513
102_FLAIR30.png,102_FLAIR30_mask.png,4601
102_FLAIR31.png,102_FLAIR31_mask.png,3610
102_FLAIR32.png,102_FLAIR32_mask.png,2553
102_FLAIR33.png,102_FLAIR33_mask.png,1667
102_FLAIR34.png,102_FLAIR34_mask.png,1193
102_FLAIR35.png,102_FLAIR35_mask.png,604
102_FLAIR36.png,102_FLAIR36_mask.png,198
102_FLAIR37.png,102_FLAIR37_mask.png,93
103_FLAIR20.png,103_FLAIR20_mask.png,125
103_FLAIR21.png,103_FLAIR21_mask.png,349
103_FLAIR27.png,103_FLAIR27_mask.png,278
103_FLAIR28.png,103_FLAIR28_mask.png,306
103_FLAIR29.png,103_FLAIR29_mask.png,177
103_FLAIR30.png,103_FLAIR30_mask.png,97
103_FLAIR31.png,103_FLAIR31_mask.png,184
103_FLAIR32.png,103_FLAIR32_mask.png,79
104_FLAIR20.png,104_FLAIR20_mask.png,62
104_FLAIR21.png,104_FLAIR21_mask.png,305
104_FLAIR31.png,104_FLAIR31_mask.png,298
104_FLAIR32.png,104_FLAIR32_mask.png,235
105_FLAIR21.png,105_FLAIR21_mask.png,273
105_FLAIR22.png,105_FLAIR22_mask.png,257
105_FLAIR23.png,105_FLAIR23_mask.png,304
105_FLAIR24.png,105_FLAIR24_mask.png,164
105_FLAIR25.png,105_FLAIR25_mask.png,107
105_FLAIR28.png,105_FLAIR28_mask.png,386
105_FLAIR29.png,105_FLAIR29_mask.png,422
105_FLAIR30.png,105_FLAIR30_mask.png,238
105_FLAIR32.png,105_FLAIR32_mask.png,103
105_FLAIR33.png,105_FLAIR33_mask.png,70
105_FLAIR34.png,105_FLAIR34_mask.png,106
105_FLAIR35.png,105_FLAIR35_mask.png,261
105_FLAIR36.png,105_FLAIR36_mask.png,318
105_FLAIR37.png,105_FLAIR37_mask.png,339
106_FLAIR19.png,106_FLAIR19_mask.png,493
106_FLAIR20.png,106_FLAIR20_mask.png,397
106_FLAIR21.png,106_FLAIR21_mask.png,229
106_FLAIR28.png,106_FLAIR28_mask.png,360
106_FLAIR29.png,106_FLAIR29_mask.png,457
106_FLAIR30.png,106_FLAIR30_mask.png,411
106_FLAIR31.png,106_FLAIR31_mask.png,221
106_FLAIR32.png,106_FLAIR32_mask.png,503
106_FLAIR33.png,106_FLAIR33_mask.png,689
106_FLAIR34.png,106_FLAIR34_mask.png,391
106_FLAIR35.png,106_FLAIR35_mask.png,63
106_FLAIR36.png,106_FLAIR36_mask.png,158
107_FLAIR20.png,107_FLAIR20_mask.png,309
107_FLAIR21.png,107_FLAIR21_mask.png,497
107_FLAIR22.png,107_FLAIR22_mask.png,102
107_FLAIR23.png,107_FLAIR23_mask.png,581
107_FLAIR24.png,107_FLAIR24_mask.png,1120
107_FLAIR25.png,107_FLAIR25_mask.png,1367
107_FLAIR26.png,107_FLAIR26_mask.png,1355
107_FLAIR27.png,107_FLAIR27_mask.png,888
107_FLAIR28.png,107_FLAIR28_mask.png,1169
107_FLAIR29.png,107_FLAIR29_mask.png,1154
107_FLAIR30.png,107_FLAIR30_mask.png,1271
107_FLAIR31.png,107_FLAIR31_mask.png,2089
107_FLAIR32.png,107_FLAIR32_mask.png,2005
107_FLAIR33.png,107_FLAIR33_mask.png,2304
107_FLAIR34.png,107_FLAIR34_mask.png,2225
107_FLAIR35.png,107_FLAIR35_mask.png,2718
107_FLAIR36.png,107_FLAIR36_mask.png,1962
107_FLAIR37.png,107_FLAIR37_mask.png,748
107_FLAIR38.png,107_FLAIR38_mask.png,346
108_FLAIR22.png,108_FLAIR22_mask.png,134
108_FLAIR23.png,108_FLAIR23_mask.png,319
108_FLAIR24.png,108_FLAIR24_mask.png,653
108_FLAIR25.png,108_FLAIR25_mask.png,672
108_FLAIR26.png,108_FLAIR26_mask.png,733
108_FLAIR27.png,108_FLAIR27_mask.png,114
108_FLAIR28.png,108_FLAIR28_mask.png,179
108_FLAIR30.png,108_FLAIR30_mask.png,158
108_FLAIR31.png,108_FLAIR31_mask.png,171
108_FLAIR32.png,108_FLAIR32_mask.png,148
108_FLAIR33.png,108_FLAIR33_mask.png,318
108_FLAIR34.png,108_FLAIR34_mask.png,76
108_FLAIR37.png,108_FLAIR37_mask.png,32
108_FLAIR38.png,108_FLAIR38_mask.png,59
109_FLAIR24.png,109_FLAIR24_mask.png,466
109_FLAIR25.png,109_FLAIR25_mask.png,471
109_FLAIR26.png,109_FLAIR26_mask.png,488
109_FLAIR27.png,109_FLAIR27_mask.png,539
109_FLAIR28.png,109_FLAIR28_mask.png,525
109_FLAIR29.png,109_FLAIR29_mask.png,650
109_FLAIR30.png,109_FLAIR30_mask.png,1590
109_FLAIR31.png,109_FLAIR31_mask.png,1339
109_FLAIR32.png,109_FLAIR32_mask.png,1920
109_FLAIR33.png,109_FLAIR33_mask.png,1533
109_FLAIR34.png,109_FLAIR34_mask.png,223
120_FLAIR19.png,120_FLAIR19_mask.png,718
120_FLAIR20.png,120_FLAIR20_mask.png,548
120_FLAIR21.png,120_FLAIR21_mask.png,239
120_FLAIR23.png,120_FLAIR23_mask.png,316
120_FLAIR24.png,120_FLAIR24_mask.png,790
120_FLAIR25.png,120_FLAIR25_mask.png,566
120_FLAIR26.png,120_FLAIR26_mask.png,369
120_FLAIR27.png,120_FLAIR27_mask.png,544
120_FLAIR28.png,120_FLAIR28_mask.png,671
120_FLAIR29.png,120_FLAIR29_mask.png,752
120_FLAIR30.png,120_FLAIR30_mask.png,1152
120_FLAIR31.png,120_FLAIR31_mask.png,823
120_FLAIR32.png,120_FLAIR32_mask.png,766
120_FLAIR33.png,120_FLAIR33_mask.png,786
120_FLAIR34.png,120_FLAIR34_mask.png,433
120_FLAIR35.png,120_FLAIR35_mask.png,209
