imgs,masks,areas
049_FLAIR13.bmp,049_FLAIR13_mask.png,1339
049_FLAIR14.bmp,049_FLAIR14_mask.png,1891
049_FLAIR15.bmp,049_FLAIR15_mask.png,953
049_FLAIR16.bmp,049_FLAIR16_mask.png,2670
049_FLAIR17.bmp,049_FLAIR17_mask.png,146
049_FLAIR18.bmp,049_FLAIR18_mask.png,638
050_FLAIR10.bmp,050_FLAIR10_mask.png,2551
050_FLAIR11.bmp,050_FLAIR11_mask.png,967
050_FLAIR04.bmp,050_FLAIR4_mask.png,2156
050_FLAIR05.bmp,050_FLAIR5_mask.png,6988
050_FLAIR06.bmp,050_FLAIR6_mask.png,7949
050_FLAIR07.bmp,050_FLAIR7_mask.png,9205
050_FLAIR08.bmp,050_FLAIR8_mask.png,5933
050_FLAIR09.bmp,050_FLAIR9_mask.png,4196
051_FLAIR10.bmp,051_FLAIR10_mask.png,2178
051_FLAIR11.bmp,051_FLAIR11_mask.png,3501
051_FLAIR12.bmp,051_FLAIR12_mask.png,3644
051_FLAIR13.bmp,051_FLAIR13_mask.png,8146
051_FLAIR14.bmp,051_FLAIR14_mask.png,6568
051_FLAIR15.bmp,051_FLAIR15_mask.png,8362
051_FLAIR16.bmp,051_FLAIR16_mask.png,5931
051_FLAIR17.bmp,051_FLAIR17_mask.png,7311
051_FLAIR18.bmp,051_FLAIR18_mask.png,5815
051_FLAIR19.bmp,051_FLAIR19_mask.png,3148
051_FLAIR20.bmp,051_FLAIR20_mask.png,1801
051_FLAIR21.bmp,051_FLAIR21_mask.png,857
051_FLAIR09.bmp,051_FLAIR9_mask.png,667
001_FLAIR18.bmp,001_FLAIR18_mask.png,418
001_FLAIR19.bmp,001_FLAIR19_mask.png,22115
001_FLAIR20.bmp,001_FLAIR20_mask.png,2422
001_FLAIR21.bmp,001_FLAIR21_mask.png,903
002_FLAIR21.bmp,002_FLAIR21_mask.png,337
002_FLAIR22.bmp,002_FLAIR22_mask.png,415
002_FLAIR23.bmp,002_FLAIR23_mask.png,9
003_FLAIR14.bmp,003_FLAIR14_mask.png,323
003_FLAIR15.bmp,003_FLAIR15_mask.png,10334
003_FLAIR16.bmp,003_FLAIR16_mask.png,13413
003_FLAIR17.bmp,003_FLAIR17_mask.png,1369
003_FLAIR18.bmp,003_FLAIR18_mask.png,1355
003_FLAIR19.bmp,003_FLAIR19_mask.png,18550
003_FLAIR21.bmp,003_FLAIR21_mask.png,5812
003_FLAIR22.bmp,003_FLAIR22_mask.png,5218
003_FLAIR23.bmp,003_FLAIR23_mask.png,7769
003_FLAIR24.bmp,003_FLAIR24_mask.png,5253
003_FLAIR25.bmp,003_FLAIR25_mask.png,6306
003_FLAIR26.bmp,003_FLAIR26_mask.png,703
004_FLAIR15.bmp,004_FLAIR15_mask.png,378
004_FLAIR16.bmp,004_FLAIR16_mask.png,775
004_FLAIR17.bmp,004_FLAIR17_mask.png,699
004_FLAIR18.bmp,004_FLAIR18_mask.png,6479
004_FLAIR19.bmp,004_FLAIR19_mask.png,6658
004_FLAIR01.bmp,004_FLAIR1_mask.png,2100
004_FLAIR20.bmp,004_FLAIR20_mask.png,4374
004_FLAIR21.bmp,004_FLAIR21_mask.png,5265
004_FLAIR22.bmp,004_FLAIR22_mask.png,3538
004_FLAIR23.bmp,004_FLAIR23_mask.png,3154
004_FLAIR24.bmp,004_FLAIR24_mask.png,2699
004_FLAIR25.bmp,004_FLAIR25_mask.png,937
004_FLAIR03.bmp,004_FLAIR3_mask.png,4458
004_FLAIR04.bmp,004_FLAIR4_mask.png,3985
004_FLAIR05.bmp,004_FLAIR5_mask.png,2731
005_FLAIR13.bmp,005_FLAIR13_mask.png,4390
005_FLAIR14.bmp,005_FLAIR14_mask.png,1240
005_FLAIR15.bmp,005_FLAIR15_mask.png,1186
005_FLAIR16.bmp,005_FLAIR16_mask.png,1414
005_FLAIR17.bmp,005_FLAIR17_mask.png,741
005_FLAIR18.bmp,005_FLAIR18_mask.png,372
005_FLAIR19.bmp,005_FLAIR19_mask.png,345
006_FLAIR10.bmp,006_FLAIR10_mask.png,1834
006_FLAIR11.bmp,006_FLAIR11_mask.png,1751
006_FLAIR12.bmp,006_FLAIR12_mask.png,35140
006_FLAIR13.bmp,006_FLAIR13_mask.png,25667
006_FLAIR14.bmp,006_FLAIR14_mask.png,12979
006_FLAIR15.bmp,006_FLAIR15_mask.png,4988
006_FLAIR17.bmp,006_FLAIR17_mask.png,12238
006_FLAIR18.bmp,006_FLAIR18_mask.png,13109
006_FLAIR19.bmp,006_FLAIR19_mask.png,11426
006_FLAIR21.bmp,006_FLAIR21_mask.png,19306
